Cellline	Drug A	Drug B	Barbara	Åsmund	Evelina	Gold Standard	Comment	HSA	Bliss	Loewe	Loewe capped	Strong (visual)	Strong (Bliss)	Strong		Threshold Bliss/HSA	CV Åsmund	Example			Barbara	Åsmund	Evelina	Gold standard	Bliss-call	HSA-call
Colo205	PD	RU		-				0.03075651138	0.05064804102	348.9698338	348.9698338	0	0	FALSE							0	0	0	0	0	0
AGS	BI	RU	-	-				0.02861002448	0.0506848778	247500.8769	247500.8769	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	F4	ST		-				0.03759201749	0.05077467376	5.256167938	5.256167938	0	0	FALSE							0	0	0	0	0	0
SF295	D4	G4		-				0.04094862032	0.05100215336	816369.4737	816369.4737	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	60	F4		-				0.04238050601	0.05106560147	6.134351806	6.134351806	0	0	FALSE							0	0	0	0	0	0
Colo205	RU	G2		-				0.02867834723	0.05114720165	33.52985588	33.52985588	0	0	FALSE							0	0	0	0	0	0
UACC62	F4	SF		-				0.06685509297	0.05117678395	64652.87072	64652.87072	0	0	FALSE							0	0	0	0	0	0
Colo205	D4	G4	-	-				0.03637010497	0.05155090927	446979.0924	446979.0924	0	0	FALSE							0	0	0	0	0	0
SF295	CT	D4		Nothing				0.04118237116	0.05162034116	3.78531E+24	3.78531E+24	0	0	FALSE							0	0	0	0	0	0
A498	D4	F4	-	Nothing				0.0253408275	0.05164720958	2140634337	2140634337	0	0	FALSE							0	0	0	0	0	0
AGS	SF	P5	-	-				0.03364861484	0.05165567366	44.11215689	44.11215689	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	RU	G4		-				0.02780076271	0.05174403065	2.606555944	2.606555944	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	PD	60		-				0.02925813856	0.05207623722	4.207877072	4.207877072	0	0	FALSE							0	0	0	0	0	0
AGS	BI	F4	-	-				0.03443652144	0.0521412995	9.506709515	9.506709515	0	0	FALSE							0	0	0	0	0	0
UACC62	D4	F4		-				0.0117387366	0.0530097132	635.3989988	635.3989988	0	0	FALSE							0	0	0	0	0	0
Colo205	PK	SB		-				0.05330290331	0.05301782409	17.66697981	17.66697981	0	0	FALSE							0	0	0	0	0	0
UACC62	D1	D4		-				0.09466338754	0.05321146067	9,48E+20	0	0	0	FALSE							0	0	0	0	0	0
AGS	PK	RU	-	-				0.02686125797	0.05353987249	2.47768895	2.47768895	0	0	FALSE							0	0	0	0	0	0
A498	CT	D4	-	-				0.0249972448	0.05383723993	7776.023518	7776.023518	0	0	FALSE							0	0	0	0	0	0
SF295	PD	D1		-				0.1053717222	0.05385097718	1380498.721	1380498.721	0	0	FALSE							0	0	0	0	0	0
A498	D4	G2	-	-				0.03680627901	0.05395240028	3750.172717	3750.172717	0	0	FALSE							0	0	0	0	0	0
DU145	BI	RU		-				0.09087583267	0.05413774256	NA	0	0	0	FALSE							0	0	0	0	0	0
UACC62	PK	SF		-				0.07131615608	0.05450691536	2.884125653	2.884125653	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	CT	D4		-				0.02642848359	0.05499701141	18.50056335	18.50056335	0	0	FALSE							0	0	0	0	0	0
DU145	CT	PD		-				0.04773831836	0.05499761011	39978.22842	39978.22842	0	0	FALSE							0	0	0	0	0	0
UACC62	SB	G2		-				0.0540955489	0.05500216411	29309.56969	29309.56969	0	0	FALSE							0	0	0	0	0	0
DU145	D1	F4		-				0.0254104343	0.05507989288	535.6377032	535.6377032	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	5Z	D4		-				0.05788813194	0.05509983997	1.825707379	1.825707379	0	0	FALSE							0	0	0	0	0	0
AGS	CT	G2	-	-				0.02587310203	0.05522773102	3.412671415	3.412671415	0	0	FALSE							0	0	0	0	0	0
SF295	CT	D1		-				0.111512147	0.05543215715	9.86921E+21	9.86921E+21	0	0	FALSE							0	0	0	0	0	0
A498	PK	D4	-	-				0.04617916038	0.05546168849	1141947.35	1141947.35	0	0	FALSE							0	0	0	0	0	0
AGS	JN	G2	-	-				0.00948938377	0.0555112322	5.695643234	5.695643234	0	0	FALSE							0	0	0	0	0	0
AGS	PI	D4	-	-				-0.01733542042	0.0556750699	2.676483513	2.676483513	0	0	FALSE							0	0	0	0	0	0
Colo205	G2	G4	-	-				0.05171531265	0.05573963572	33.49686287	33.49686287	0	0	FALSE							0	0	0	0	0	0
UACC62	CT	F4		-				0.02068582123	0.05585060638	52398.11419	52398.11419	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	60	G2		-				0.05841086901	0.05614073219	11.44066995	11.44066995	0	0	FALSE							0	0	0	0	0	0
AGS	CT	PK	-	-				0.04636655927	0.05615507424	1.816973771	1.816973771	0	0	FALSE							0	0	0	0	0	0
SF295	CT	SB		Nothing				0.008195369136	0.05628055767	6.89526188	6.89526188	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	CT	G2		-				0.05720780464	0.05639333382	4.203114869	4.203114869	0	0	FALSE							0	0	0	0	0	0
DU145	RU	F4		Nothing				0.008122865922	0.05668650548	76.50408262	76.50408262	0	0	FALSE							0	0	0	0	0	0
Colo205	CT	60	-	Nothing				0.05398309319	0.05678830193	8,28E+20	0	0	0	FALSE							0	0	0	0	0	0
UACC62	PK	60		-				0.05916325276	0.05682883449	3.004711454	3.004711454	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	AK	G4		-				0.001374943862	0.05693563353	3652.33491	3652.33491	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	D1	SB		-				-0.007900609533	0.05707335344	2.438112352	2.438112352	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	60	SB		-				0.04158989007	0.05732993146	3.581959758	3.581959758	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	5Z	P5		-				0.04712026266	0.0578670136	1.932561054	1.932561054	0	0	FALSE							0	0	0	0	0	0
DU145	PD	SB		-				0.003779529565	0.0579017636	4331.145499	4331.145499	0	0	FALSE							0	0	0	0	0	0
AGS	PK	SB	-	-				0.04600343007	0.05818964837	1.747485414	1.747485414	0	0	FALSE							0	0	0	0	0	0
AGS	SB	P5	-	-				0.02755944886	0.05822880904	25.54047671	25.54047671	0	0	FALSE							0	0	0	0	0	0
SF295	PK	60		-				0.05288199917	0.05942584069	8.60597E+141	8.60597E+141	0	0	FALSE							0	0	0	0	0	0
SF295	SB	G2		-				0.0290789127	0.05982768192	21.43814817	21.43814817	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	SB	ST		-				0.03019574979	0.06012118353	5.805305895	5.805305895	0	0	FALSE							0	0	0	0	0	0
SW620	F4	G2		-				-0.007350993458	0.06035598551	4.027172782	4.027172782	0	0	FALSE							0	0	0	0	0	0
A498	60	D4	-	-				0.0438211391	0.06051368602	3.46472E+31	3.46472E+31	0	0	FALSE			Evelina vs Barbara				0	0	0	0	0	0
A498	CT	D1	-	-				0.09264374659	0.06054836892	NA	0	0	0	FALSE							0	0	0	0	0	0
A498	JN	SB	-	-				0.05569144776	0.06094746411	700.8222163	700.8222163	0	0	FALSE							0	0	0	0	0	0
Colo205	RU	G4		Nothing				0.04271294702	0.06105115618	113393.4184	113393.4184	0	0	FALSE							0	0	0	0	0	0
UACC62	CT	PD		-				0.03468572237	0.06119950507	15.46037337	15.46037337	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	PK	JN		-				0.05668100157	0.06121350764	1.996198484	1.996198484	0	0	FALSE							0	0	0	0	0	0
UACC62	CT	SB		-				0.04177988772	0.06140757305	669.0214789	669.0214789	0	0	FALSE							0	0	0	0	0	0
A498	PK	60	-	-				0.05059295601	0.06147874138	8.51768E+116	8.51768E+116	0	0	FALSE							0	0	0	0	0	0
Colo205	5Z	PK	-	-				0.03972540065	0.06179785404	2.195588197	2.195588197	0	0	FALSE							0	0	0	0	0	0
AGS	5Z	PK	-	-				0.01018218339	0.06203617356	2.286942854	2.286942854	0	0	FALSE							0	0	0	0	0	0
DU145	PK	D1		-				0.06521401601	0.06205085872	2.641360329	2.641360329	0	0	FALSE							0	0	0	0	0	0
Colo205	RU	F4		Nothing				0.01677530187	0.06254186425	112.0378354	112.0378354	0	0	FALSE							0	0	0	0	0	0
Colo205	PK	SF		-				0.07264577497	0.06309129716	4.019686727	4.019686727	0	0	FALSE							0	0	0	0	0	0
A498	F4	G2	-	-				0.03625667403	0.06384427554	3.249742118	3.249742118	0	0	FALSE							0	0	0	0	0	0
SF295	CT	PK		-				0.06051340143	0.06388459139	5.429887663	5.429887663	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	PK	RU		-				0.06170006372	0.06396529727	1.851913659	1.851913659	0	0	FALSE							0	0	0	0	0	0
Colo205	60	F4	-	Nothing				0.05918752174	0.06400070717	3443494.464	3443494.464	0	0	FALSE							0	0	0	0	0	0
AGS	D4	G4	-	-				0.02944092797	0.06409767616	19.31323427	19.31323427	0	0	FALSE							0	0	0	0	0	0
Colo205	D1	SB	-	-				0.05835394388	0.06425323529	108424.7332	108424.7332	0	0	FALSE							0	0	0	0	0	0
DU145	CT	F4		-				0.05347642927	0.06427933643	1753.867801	1753.867801	0	0	FALSE							0	0	0	0	0	0
SW620	G2	G4		-				0.01375824496	0.06465345087	39.16225825	39.16225825	0	0	FALSE							0	0	0	0	0	0
AGS	PD	RU	-	-				0.02411617909	0.0649850863	2.020718016	2.020718016	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	5Z	F4		-				0.03529422518	0.06500539971	2.145827384	2.145827384	0	0	FALSE							0	0	0	0	0	0
DU145	F4	SF		-				0.03714022807	0.06529362383	375.2760757	375.2760757	0	0	FALSE							0	0	0	0	0	0
SW620	5Z	RU		-				0.06019145025	0.06541174499	10.96660367	10.96660367	0	0	FALSE							0	0	0	0	0	0
DU145	PK	SF		-				0.07169804632	0.0655756468	6.97193457	6.97193457	0	0	FALSE							0	0	0	0	0	0
Colo205	PK	RU		-				0.06655014153	0.06571903917	89.35687584	89.35687584	0	0	FALSE							0	0	0	0	0	0
UACC62	JN	SB		-				0.07209991681	0.06579014576	1050009160	1050009160	0	0	FALSE							0	0	0	0	0	0
A498	60	G2	-	-				0.05906225157	0.0658270777	5.49032E+23	5.49032E+23	0	0	FALSE							0	0	0	0	0	0
Colo205	SB	G2		-				0.002543624122	0.06645024435	5.695542538	5.695542538	0	0	FALSE							0	0	0	0	0	0
AGS	PK	60	-	-				0.06013629411	0.06651914062	1.943995099	1.943995099	0	0	FALSE							0	0	0	0	0	0
AGS	F4	ST	-	-				0.03109225374	0.06716003142	8.314731457	8.314731457	0	0	FALSE							0	0	0	0	0	0
AGS	PK	D4	-	-				0.04923329857	0.06719244588	4.13897675	4.13897675	0	0	FALSE							0	0	0	0	0	0
A498	60	F4	Nothing	-				0.06276641695	0.06743696592	53.63085675	53.63085675	0	0	FALSE			Evelina vs Åsmund				0	0	0	0	0	0
SW620	D4	F4		-				0.02183069344	0.06754040526	26.75302532	26.75302532	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	60	D4		Nothing				0.04695899043	0.06766811738	57.09098244	57.09098244	0	0	FALSE							0	0	0	0	0	0
AGS	PI	PK	-	-				0.04905241304	0.0676901835	3.513025863	3.513025863	0	0	FALSE							0	0	0	0	0	0
DU145	D1	RU		-				0.02996061273	0.06776584175	3449.161219	3449.161219	0	0	FALSE							0	0	0	0	0	0
Colo205	D4	F4	-	Nothing				0.01860679108	0.06783325499	2477.57347	2477.57347	0	0	FALSE							0	0	0	0	0	0
SW620	CT	PD		-				0.04768798114	0.06812625856	24219.51546	24219.51546	0	0	FALSE							0	0	0	0	0	0
SW620	CT	PK		-				0.06633496844	0.06829096836	26824.72518	26824.72518	0	0	FALSE							0	0	0	0	0	0
Colo205	D1	F4	-	Nothing				0.06368803514	0.0683834488	35530.26404	35530.26404	0	0	FALSE							0	0	0	0	0	0
DU145	SB	F4		Nothing				0.01289634172	0.06851728239	36.91568506	36.91568506	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	PK	SB		-				0.04888076407	0.06871397927	3.078655043	3.078655043	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	PK	D1		-				0.06434853717	0.06879851119	2.146479791	2.146479791	0	0	FALSE							0	0	0	0	0	0
AGS	RU	ST	-	-				0.03737645004	0.06939961286	10.69791321	10.69791321	0	0	FALSE							0	0	0	0	0	0
DU145	PK	RU		-				0.06429904163	0.06940271718	4.752672169	4.752672169	0	0	FALSE							0	0	0	0	0	0
A498	PK	P5	-	-				0.07707589622	0.06941110721	3.153387886	3.153387886	0	0	FALSE							0	0	0	0	0	0
Colo205	CT	SB	-	-				0.03960676732	0.06980617415	65.73766846	65.73766846	0	0	FALSE							0	0	0	0	0	0
DU145	CT	RU		-				0.0627416866	0.07023797636	2.889E+35	2.889E+35	0	0	FALSE							0	0	0	0	0	0
SW620	5Z	P5		-				0.05272658405	0.07037007838	10.57727727	10.57727727	0	0	FALSE							0	0	0	0	0	0
Colo205	60	RU	-	Nothing				0.06531364693	0.07050256317	12982450396	12982450396	0	0	FALSE							0	0	0	0	0	0
UACC62	60	SB		-				0.06748729814	0.07055161197	3.12751E+24	3.12751E+24	0	0	FALSE							0	0	0	0	0	0
A498	CT	F4	-	-				0.03219869951	0.07060252433	489.1909047	489.1909047	0	0	FALSE							0	0	0	0	0	0
AGS	PD	JN	-	-				0.03340209323	0.07111392143	3.399214901	3.399214901	0	0	FALSE							0	0	0	0	0	0
AGS	PK	P5	-	-				0.08381553374	0.07111900563	3.49565538	3.49565538	0	0	FALSE							0	0	0	0	0	0
DU145	D1	SB		-				0.02907505283	0.07133405181	7641.700423	7641.700423	0	0	FALSE							0	0	0	0	0	0
SF295	RU	F4		-				0.01932090672	0.07154383586	18.68173128	18.68173128	0	0	FALSE							0	0	0	0	0	0
SW620	D4	G2		-				0.03363138328	0.07178696198	33.36370708	33.36370708	0	0	FALSE							0	0	0	0	0	0
AGS	RU	P5	-	-				0.05196913132	0.07182460707	137.8814194	137.8814194	0	0	FALSE							0	0	0	0	0	0
SF295	PK	P5		Rescue?				0.08417487324	0.07194487808	4.274291754	4.274291754	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	PI	F4		-				0.07636846022	0.07220562611	6.21747067	6.21747067	0	0	FALSE							0	0	0	0	0	0
AGS	PI	G4	-	-				0.03565355337	0.07253502905	3.747598709	3.747598709	0	0	FALSE							0	0	0	0	0	0
DU145	RU	SF		Nothing				0.04647882573	0.07268453619	102874707.6	102874707.6	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	AK	PK		-				0.05780113464	0.07299066181	1.966682759	1.966682759	0	0	FALSE							0	0	0	0	0	0
SF295	CT	G4		-				0.02117146029	0.07316398057	132.7882288	132.7882288	0	0	FALSE							0	0	0	0	0	0
A498	SB	F4	-	Nothing				0.04072389524	0.07345975292	81.9615993	81.9615993	0	0	FALSE							0	0	0	0	0	0
UACC62	PK	D4		-				0.07260601012	0.07347807865	13.21343424	13.21343424	0	0	FALSE							0	0	0	0	0	0
AGS	BI	G4	-	-				0.07007025366	0.07384331466	1,13E+20	0	0	0	FALSE							0	0	0	0	0	0
DU145	JN	F4		-				0.09669541362	0.07439424917	3223.404775	3223.404775	0	0	FALSE							0	0	0	0	0	0
AGS	PK	F4	-	-				0.04618031212	0.07462691121	2.14960973	2.14960973	0	0	FALSE							0	0	0	0	0	0
AGS	D1	SB	-	-				0.03215575237	0.07490621968	51.41884244	51.41884244	0	0	FALSE							0	0	0	0	0	0
AGS	RU	G4	-	-				0.03448560106	0.07508132217	80.17801832	80.17801832	0	0	FALSE							0	0	0	0	0	0
UACC62	D4	G2		-				0.06973611078	0.07508167218	45550759.14	45550759.14	0	0	FALSE							0	0	0	0	0	0
A498	CT	PK	-	-				0.06152720841	0.07513530861	6.369644696	6.369644696	0	0	FALSE							0	0	0	0	0	0
AGS	CT	D4	-	-				-0.0002158767412	0.07530881568	27.63105808	27.63105808	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	AK	SB		-				0.01851356329	0.07555525392	24.00354693	24.00354693	0	0	FALSE							0	0	0	0	0	0
A498	5Z	PD	-	-				-0.02373612413	0.07584647697	743.055131	743.055131	0	0	FALSE			Bliss vs Loewe	-0.03238086095			0	0	0	0	0	0
SF295	SB	RU		-				0.02500178506	0.07602615127	45.96269663	45.96269663	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	JN	G4		-				0.04337951438	0.07617195768	7.562019611	7.562019611	0	0	FALSE							0	0	0	0	0	0
A498	F4	P5	-	-				0.08200988522	0.07644190594	258.2695089	258.2695089	0	0	FALSE							0	0	0	0	0	0
SW620	PI	SB		-				0.009104562489	0.0764467273	70.16495357	70.16495357	0	0	FALSE							0	0	0	0	0	0
AGS	SB	SF	-	-				0.000937154244	0.0769125891	12.65090385	12.65090385	0	0	FALSE							0	0	0	0	0	0
SW620	SB	RU		-				0.05373909214	0.07693061245	224.0180953	224.0180953	0	0	FALSE							0	0	0	0	0	0
SF295	CT	60		Nothing				0.07200219231	0.07707281821	2461312.598	2461312.598	0	0	FALSE							0	0	0	0	0	0
SW620	JN	SB		-				0.03997298778	0.07734034963	230.1111478	230.1111478	0	0	FALSE							0	0	0	0	0	0
Colo205	RU	SF		Nothing				0.09514888069	0.07774723748	6.55048E+23	6.55048E+23	0	0	FALSE							0	0	0	0	0	0
UACC62	60	F4		-				0.07175538556	0.07780837846	288357163.1	288357163.1	0	0	FALSE							0	0	0	0	0	0
UACC62	F4	G4		-				0.08193588746	0.07786945992	3771982.401	3771982.401	0	0	FALSE							0	0	0	0	0	0
SF295	PD	G4		-				0.01353993355	0.07794069376	708.248645	708.248645	0	0	FALSE							0	0	0	0	0	0
DU145	F4	P5		Nothing				0.05275993193	0.07812467964	628.2595264	628.2595264	0	0	FALSE							0	0	0	0	0	0
SF295	60	F4		Nothing				0.06852973148	0.07829231785	6680341380763	6680341380763	0	0	FALSE							0	0	0	0	0	0
DU145	CT	PK		-				0.08388440952	0.07842485615	2.805306133	2.805306133	0	0	FALSE							0	0	0	0	0	0
A498	SB	G2	-	-				0.06232510165	0.07861418854	6.183137946	6.183137946	0	0	FALSE							0	0	0	0	0	0
SW620	PI	F4		-				0.02173573869	0.07874106378	11.48281588	11.48281588	0	0	FALSE							0	0	0	0	0	0
SF295	PK	G4		-				0.07901673329	0.07875473052	4.264967631	4.264967631	0	0	FALSE							0	0	0	0	0	0
SF295	SB	F4		-				0.03108689937	0.07902330437	5229.469604	5229.469604	0	0	FALSE							0	0	0	0	0	0
AGS	ST	P5	Rescue?	-				0.08475905856	0.07924843611	5.707513725	5.707513725	0	0	FALSE							0	0	0	0	0	0
UACC62	CT	60		-				0.07624543028	0.07954240471	18108737.28	18108737.28	0	0	FALSE							0	0	0	0	0	0
AGS	60	G2	-	-				0.06634448323	0.08008725606	7.537731444	7.537731444	0	0	FALSE							0	0	0	0	0	0
Colo205	D1	RU	-	Nothing				0.07566092252	0.08021366375	2498934.462	2498934.462	0	0	FALSE							0	0	0	0	0	0
DU145	PI	PK		-				0.08537614744	0.08043605342	13.26863912	13.26863912	0	0	FALSE							0	0	0	0	0	0
AGS	BI	60	-	-				0.06222730355	0.08103589396	44.63791079	44.63791079	0	0	FALSE							0	0	0	0	0	0
DU145	PK	60		-				0.07573891294	0.08105720942	60182786789	60182786789	0	0	FALSE							0	0	0	0	0	0
SW620	5Z	PD		-				-0.03471616444	0.08130618467	9.044857204	9.044857204	0	0	FALSE							0	0	0	0	0	0
Colo205	SB	RU		-				0.03741631905	0.08172578296	175.8272783	175.8272783	0	0	FALSE							0	0	0	0	0	0
A498	60	SB	-	-				0.09293326222	0.0819734585	888.9360075	888.9360075	0	0	FALSE			Åsmund vs Bliss				0	0	0	0	0	0
DU145	PK	D4		-				0.07700022247	0.08217404667	4005111.017	4005111.017	0	0	FALSE							0	0	0	0	0	0
AGS	D4	P5	-	-				0.0624570051	0.08310808637	167.4710611	167.4710611	0	0	FALSE							0	0	0	0	0	0
AGS	PK	G4	-	-				0.08737770523	0.08322100336	2.41176981	2.41176981	0	0	FALSE							0	0	0	0	0	0
AGS	PI	SB	-	-				0.005030597087	0.08339150899	2.363722797	2.363722797	0	0	FALSE							0	0	0	0	0	0
A498	CT	G2	-	-				0.04713756173	0.08352033713	13.47236391	13.47236391	0	0	FALSE							0	0	0	0	0	0
AGS	JN	D4	-	-				0.03633892034	0.08374432378	206.6289391	206.6289391	0	0	FALSE							0	0	0	0	0	0
UACC62	SB	D4		-				0.05818295465	0.08377604837	3709804719	3709804719	0	0	FALSE							0	0	0	0	0	0
SF295	F4	P5		-				0.07878648977	0.08386403558	350268.5775	350268.5775	0	0	FALSE							0	0	0	0	0	0
UACC62	JN	G4		-				0.09998255453	0.08411134715	1108777.793	1108777.793	0	0	FALSE							0	0	0	0	0	0
AGS	D1	F4	-	-				0.04149366058	0.08426342957	6.171810651	6.171810651	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	AK	F4		-				0.03534710338	0.08503035072	123.1098117	123.1098117	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	PK	D4		-				0.08361906906	0.08511014054	2.21235723	2.21235723	0	0	FALSE							0	0	0	0	0	0
Colo205	CT	F4	-	Nothing				0.04859424979	0.08543847414	3417.278236	3417.278236	0	0	FALSE							0	0	0	0	0	0
Colo205	JN	F4		-				0.1285566051	0.08575956175	63731992.07	63731992.07	0	0	FALSE							0	0	0	0	0	0
DU145	SB	RU		Nothing				0.02849051286	0.08577020467	72.43121384	72.43121384	0	0	FALSE							0	0	0	0	0	0
SW620	PK	F4		-				0.07553094663	0.08579944533	27.2300415	27.2300415	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	PK	60		-				0.08852917895	0.08588114838	4.068179142	4.068179142	0	0	FALSE							0	0	0	0	0	0
UACC62	SB	RU		-				0.1243880419	0.08632858357	NA	0	0	0	FALSE							0	0	0	0	0	0
Colo205	PK	D1		-				0.09181540278	0.08638352949	4.116616248	4.116616248	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	PI	RU		-				0.09622967323	0.08651842603	12.85202179	12.85202179	0	0	FALSE							0	0	0	0	0	0
DU145	SB	G2		-				0.03747671616	0.08654494383	29.02936461	29.02936461	0	0	FALSE							0	0	0	0	0	0
DU145	60	RU		Nothing				0.06620061242	0.08659973646	1.06218E+22	1.06218E+22	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	RU	G2		-				0.08475440168	0.08727583421	9.153592998	9.153592998	0	0	FALSE							0	0	0	0	0	0
A498	CT	60	-	-				0.07461576444	0.08767343167	120069375.7	120069375.7	0	0	FALSE							0	0	0	0	0	0
AGS	PK	SF	-	-				0.06057010612	0.08850774117	6.384863833	6.384863833	0	0	FALSE							0	0	0	0	0	0
AGS	RU	G2	-	-				0.04780871382	0.08853043972	43.54477506	43.54477506	0	0	FALSE							0	0	0	0	0	0
Colo205	PI	PK		-				0.09939105948	0.08962564874	2.88569E+55	2.88569E+55	0	0	FALSE							0	0	0	0	0	0
AGS	D4	ST	-	-				0.05663247312	0.08998588266	16.69044497	16.69044497	0	0	FALSE							0	0	0	0	0	0
SF295	PD	60		-				0.08096793225	0.09003499281	6741.367466	6741.367466	0	0	FALSE							0	0	0	0	0	0
SF295	PD	JN		-				0.09108964226	0.09005568596	35403.26171	35403.26171	0	0	FALSE							0	0	0	0	0	0
Colo205	D1	D4	-	Nothing				0.08055475564	0.09016833637	305215002.9	305215002.9	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	CT	PK		-				0.08355359134	0.09043392134	5.629502739	5.629502739	0	0	FALSE							0	0	0	0	0	0
AGS	RU	D4	-	-				-0.002173893045	0.09055737226	194.0096217	194.0096217	0	0	FALSE							0	0	0	0	0	0
DU145	60	D4		Nothing				0.07710686449	0.09093460219	2.00393E+46	2.00393E+46	0	0	FALSE							0	0	0	0	0	0
UACC62	CT	PK		-				0.09082158455	0.09094677326	2.674175145	2.674175145	0	0	FALSE							0	0	0	0	0	0
SF295	F4	G4		-				0.04565663609	0.09103668434	23483.55782	23483.55782	0	0	FALSE							0	0	0	0	0	0
SW620	PD	RU		-				0.0716776826	0.09123084566	927670.044	927670.044	0	0	FALSE							0	0	0	0	0	0
Colo205	60	D4	-	Nothing				0.08647510333	0.09187169637	246582419220	246582419220	0	0	FALSE							0	0	0	0	0	0
UACC62	CT	D4		-				0.06085664745	0.09234545554	15067689.81	15067689.81	0	0	FALSE							0	0	0	0	0	0
A498	SB	D4	-	Nothing				0.08311866203	0.09281259665	3.11909E+32	3.11909E+32	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	SB	RU		-				0.04058370184	0.09312858011	13.31381913	13.31381913	0	0	FALSE							0	0	0	0	0	0
Colo205	60	SB	-	-				0.09002454946	0.09360795666	1443178592237	1443178592237	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	60	RU		-				0.08001461522	0.09367090143	98.46198308	98.46198308	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	CT	PD		-				0.03920279113	0.09404493649	9.466887192	9.466887192	0	0	FALSE							0	0	0	0	0	0
AGS	D1	RU	-	-				0.03660832245	0.0945327998	87.91630688	87.91630688	0	0	FALSE							0	0	0	0	0	0
SW620	F4	P5		-				0.08146917912	0.09500971272	88.18864536	88.18864536	0	0	FALSE							0	0	0	0	0	0
SW620	CT	SB		-				0.06702743694	0.09514496585	105.0352608	105.0352608	0	0	FALSE							0	0	0	0	0	0
SW620	PK	G4		-				0.09101397003	0.09561328003	5.014907806	5.014907806	0	0	FALSE							0	0	0	0	0	0
Colo205	PK	60		-				0.09859781364	0.09597523718	2484904.148	2484904.148	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	5Z	RU		-				0.08947896393	0.09631576685	2.833906679	2.833906679	0	0	FALSE							0	0	0	0	0	0
Colo205	PK	P5		-				0.1051881634	0.09674087998	2.652439845	2.652439845	0	0	FALSE							0	0	0	0	0	0
AGS	CT	PD	-	-				0.07542667799	0.09740974697	5.938245205	5.938245205	0	0	FALSE							0	0	0	0	0	0
SW620	CT	60		-				0.09284859193	0.09746529557	NA	0	0	0	FALSE							0	0	0	0	0	0
SF295	RU	G4		-				0.05575912159	0.09756231895	116.1992434	116.1992434	0	0	FALSE							0	0	0	0	0	0
DU145	PD	RU		-				0.03850432818	0.09792867864	26140.31697	26140.31697	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	BI	PK		Rescue?				0.1377931612	0.09854103142	2.885929791	2.885929791	0	0	FALSE							0	0	0	0	0	0
SF295	CT	RU		-				0.06158349635	0.09886679165	525.4854452	525.4854452	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	G2	G4		-				0.07564256591	0.09908517427	21.27012483	21.27012483	0	0	FALSE							0	0	0	0	0	0
SW620	SB	G2		-				0.01156979266	0.09954135138	21.86904648	21.86904648	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	CT	F4		-				0.07014583459	0.09960910707	14.28911555	14.28911555	0	0	FALSE							0	0	0	0	0	0
Colo205	PK	D4		-				0.1004662676	0.1001270053	190641.4525	190641.4525	0	0	FALSE							0	0	0	0	0	0
Colo205	CT	PK	-	-				0.102071498	0.1002868009	34.17189177	34.17189177	0	0	FALSE							0	0	0	0	0	0
SW620	60	F4		-				0.0872689744	0.1009371581	NA	0	0	0	FALSE							0	0	0	0	0	0
SF295	60	D4		Nothing				0.09719962412	0.1011853713	7.24521E+46	7.24521E+46	0	0	FALSE							0	0	0	0	0	0
Colo205	SB	D4		-				0.05365171827	0.1012284135	1997671.669	1997671.669	0	0	FALSE							0	0	0	0	0	0
UACC62	60	RU		-				0.1414361228	0.1013278783	NA	0	0	0	FALSE							0	0	0	0	0	0
